id,timestamp,pressure,humidity,co2_level,temperature,location,battery_level,status
401,2024-10-17 06:57:26,68,51.57,26313,24,distribution center,93,active
402,2024-10-14 19:52:06,76,43.89,1955,5,controlling center,92,error
403,2025-01-07 12:38:06,100,36.55,23563,1,distribution center,23,active
404,2025-04-16 04:13:28,10,89.36,12820,31,warehouse,47,inactive
405,2025-03-25 19:01:16,54,54.56,12949,1,warehouse,98,error
406,2025-04-17 14:07:22,63,26.8,5301,19,data center,5,inactive
407,2025-02-26 14:01:35,47,64.39,14397,34,controlling center,36,active
408,2024-12-01 12:25:22,39,8.6,1446,7,distribution center,97,inactive
409,2024-06-03 10:32:11,92,48.0,6658,26,controlling center,30,error
410,2024-07-13 23:13:02,92,1.74,2333,2,controlling center,59,active
411,2024-09-06 11:32:44,95,32.97,5939,7,controlling center,45,active
412,2024-12-12 19:49:39,116,75.59,23956,8,distribution center,44,inactive
413,2024-12-08 21:08:35,62,82.07,2672,16,distribution center,96,inactive
414,2024-05-23 18:41:19,86,96.2,7375,27,controlling center,43,error
415,2024-09-09 09:55:39,32,39.47,17897,34,distribution center,32,inactive
416,2024-05-27 04:18:19,70,57.0,3725,10,data center,79,active
417,2024-06-24 02:43:40,126,14.19,11237,40,distribution center,37,active
418,2024-05-06 17:04:50,63,43.68,4117,14,factory,73,active
419,2024-11-19 06:29:04,66,56.61,18202,31,distribution center,36,inactive
420,2024-08-08 08:41:38,65,93.68,3322,11,warehouse,78,inactive
421,2025-04-13 17:08:44,20,43.93,17170,34,distribution center,74,error
422,2024-12-23 01:35:20,2,64.39,17791,40,data center,6,error
423,2024-06-08 04:43:18,114,74.44,20275,26,data center,84,error
424,2025-03-10 14:31:16,90,25.76,29067,4,distribution center,88,error
425,2024-03-27 17:59:49,40,3.96,26146,4,distribution center,69,active
426,2025-03-04 00:05:51,87,29.57,27541,18,data center,27,inactive
427,2025-03-22 17:15:15,51,58.61,4324,40,controlling center,17,inactive
428,2025-02-08 13:19:25,61,59.61,7046,11,warehouse,76,inactive
429,2024-05-03 19:28:26,96,99.59,18489,22,data center,71,error
430,2024-07-31 20:06:43,143,60.62,10503,27,factory,68,error
431,2024-12-29 22:57:22,24,90.47,12612,17,factory,86,error
432,2024-04-09 09:21:41,60,61.48,23809,4,factory,84,error
433,2025-02-02 21:46:09,46,20.05,3279,7,distribution center,28,error
434,2024-12-15 04:26:21,111,65.11,21777,21,factory,20,inactive
435,2024-11-26 07:03:45,107,65.8,20246,15,distribution center,50,error
436,2024-07-17 13:07:49,30,48.36,22716,12,data center,26,active
437,2025-03-19 14:46:16,10,32.1,20322,15,warehouse,4,inactive
438,2024-07-07 03:56:25,2,94.3,6727,3,distribution center,12,error
439,2024-11-13 18:03:11,4,95.69,15429,33,factory,36,inactive
440,2024-10-28 09:48:38,99,82.55,17192,16,data center,85,error
441,2024-10-11 00:16:05,35,95.9,5375,31,controlling center,16,inactive
442,2024-07-01 18:49:32,46,92.69,8880,22,data center,30,error
443,2024-06-12 23:20:01,33,48.57,21168,39,data center,60,error
444,2024-05-01 20:37:01,99,80.37,21185,18,distribution center,72,error
445,2024-07-10 21:39:51,143,39.66,24575,31,data center,2,inactive
446,2024-12-31 14:58:41,144,44.09,29356,34,data center,89,active
447,2024-04-08 09:51:32,61,44.65,20382,26,controlling center,56,inactive
448,2025-04-27 09:25:53,140,89.93,2989,34,data center,83,inactive
449,2024-04-28 03:23:48,144,57.28,5646,30,data center,95,inactive
450,2024-08-09 17:45:26,79,12.23,4632,27,factory,71,error
451,2024-05-22 02:01:33,74,76.07,16512,8,warehouse,86,active
452,2024-08-21 20:59:02,114,56.2,5022,19,warehouse,90,active
453,2024-08-31 03:15:30,38,12.8,15428,4,controlling center,64,inactive
454,2024-09-06 08:52:08,37,5.94,14520,10,distribution center,67,error
455,2024-11-04 02:56:32,130,77.39,20540,25,data center,67,inactive
456,2024-05-05 11:19:18,142,83.98,7076,5,factory,77,active
457,2025-01-19 01:15:44,81,28.34,24724,26,factory,68,active
458,2025-01-24 01:15:03,62,68.9,10317,1,factory,53,inactive
459,2024-05-06 06:32:09,123,11.97,15307,27,controlling center,78,active
460,2024-04-15 04:55:00,25,14.31,18406,37,warehouse,31,error
461,2024-06-06 19:33:02,34,4.25,16855,2,controlling center,88,error
462,2024-07-23 14:10:09,104,96.97,29258,34,data center,49,active
463,2025-04-25 08:23:12,57,34.16,6452,7,controlling center,20,error
464,2024-03-21 12:28:12,109,8.43,21517,24,controlling center,14,active
465,2024-12-19 23:52:44,143,50.61,3765,3,data center,73,error
466,2024-08-04 19:55:40,109,59.06,9359,1,warehouse,49,active
467,2025-04-02 22:39:47,9,53.1,21334,33,distribution center,37,error
468,2024-06-14 10:13:43,16,28.71,22219,20,distribution center,61,inactive
469,2024-09-16 00:33:45,92,65.54,9755,25,factory,66,inactive
470,2025-01-02 01:19:09,16,7.48,3111,2,distribution center,25,active
471,2024-10-18 02:19:35,59,71.74,8595,34,warehouse,41,active
472,2025-01-21 10:31:31,63,59.05,9006,13,controlling center,4,error
473,2024-11-06 22:11:22,66,36.26,11093,38,distribution center,62,error
474,2025-02-06 14:28:12,26,10.41,21603,10,warehouse,96,active
475,2024-05-28 20:43:54,71,78.04,19326,6,warehouse,37,active
476,2024-09-13 02:00:32,106,34.4,9616,13,data center,90,active
477,2024-11-21 16:39:12,81,13.54,16143,31,factory,34,inactive
478,2025-01-24 11:11:10,41,86.39,21322,22,controlling center,86,error
479,2025-03-08 07:52:37,135,79.6,29452,16,factory,98,error
480,2024-11-22 08:28:25,31,90.36,13296,3,data center,93,error
481,2024-08-06 07:40:34,17,56.08,16303,32,distribution center,51,inactive
482,2024-07-22 14:42:32,57,41.48,29084,32,factory,43,inactive
483,2025-04-18 05:49:12,31,42.52,11987,29,controlling center,8,active
484,2025-04-04 04:51:21,66,8.91,4233,39,controlling center,53,active
485,2024-12-30 23:27:55,4,76.39,13560,21,controlling center,9,error
486,2025-02-12 01:49:31,87,79.66,13196,27,controlling center,22,inactive
487,2024-09-12 13:35:28,113,72.71,11499,3,controlling center,43,error
488,2025-03-15 08:34:08,132,30.18,23203,28,factory,100,inactive
489,2024-10-25 02:59:20,65,18.15,2923,14,data center,34,error
490,2024-12-14 19:52:17,74,42.49,10630,24,factory,69,error
491,2024-07-04 15:41:02,53,66.57,19361,30,warehouse,22,active
492,2024-06-25 22:51:26,136,61.97,29256,31,distribution center,54,inactive
493,2025-02-07 19:34:39,24,68.05,11316,3,warehouse,6,inactive
494,2025-03-21 13:26:47,33,27.44,3609,25,warehouse,42,inactive
495,2024-04-03 23:38:34,23,6.83,20481,2,data center,68,active
496,2025-03-21 19:20:15,93,28.26,10151,17,warehouse,91,inactive
497,2024-05-23 11:09:58,42,3.02,2646,31,distribution center,11,error
498,2024-10-29 08:44:06,107,92.49,13105,28,factory,14,active
499,2024-06-01 19:47:59,5,81.68,5907,10,data center,79,inactive
500,2025-04-09 14:20:13,78,44.77,27129,14,factory,66,error
501,2024-09-27 15:54:10,140,61.19,15702,28,data center,88,inactive
502,2025-02-22 04:24:35,125,31.53,9692,33,factory,74,active
503,2024-10-12 01:52:25,108,13.18,14354,3,distribution center,85,error
504,2025-01-18 03:42:26,37,29.64,29786,31,factory,14,error
505,2025-02-12 17:05:21,138,16.79,10411,9,controlling center,9,inactive
506,2025-01-24 06:45:25,116,94.16,6982,2,data center,86,inactive
507,2024-06-22 22:05:42,88,88.31,14878,4,factory,26,active
508,2025-03-25 01:37:35,54,87.14,14778,29,factory,72,error
509,2024-05-18 06:02:41,25,21.08,26405,3,distribution center,33,inactive
510,2025-04-02 09:42:51,63,70.06,15382,14,factory,16,active
511,2025-02-23 03:09:56,47,98.73,27027,18,distribution center,50,inactive
512,2024-03-23 05:21:49,127,63.0,755,4,factory,10,active
513,2024-05-05 11:47:41,11,62.81,17033,36,data center,41,active
514,2024-04-16 03:05:47,45,25.23,10008,36,factory,89,error
515,2024-05-01 11:59:12,16,15.4,9622,29,controlling center,44,active
516,2024-12-15 23:48:56,52,87.4,15425,3,controlling center,99,inactive
517,2025-01-17 06:43:54,5,2.3,17032,14,warehouse,43,inactive
518,2025-02-16 06:50:37,141,66.15,25908,25,controlling center,29,active
519,2024-12-16 12:14:53,123,85.55,29085,15,distribution center,48,active
520,2024-12-20 22:44:55,6,76.99,7097,17,data center,71,inactive
521,2024-11-03 12:50:30,101,44.69,17054,31,controlling center,65,inactive
522,2024-04-04 18:56:33,3,47.15,2446,6,controlling center,41,active
523,2024-12-31 04:32:59,30,59.98,6955,10,data center,96,error
524,2024-07-19 03:36:54,85,88.7,21869,9,distribution center,80,inactive
525,2024-03-25 02:54:44,42,7.0,19385,4,distribution center,43,active
526,2024-06-06 18:58:21,71,39.86,12524,24,controlling center,19,active
527,2024-04-26 13:03:07,139,11.59,15148,35,controlling center,10,active
528,2024-03-25 09:39:37,124,10.42,15397,34,warehouse,16,active
529,2025-03-22 10:11:58,58,49.82,3135,32,data center,62,active
530,2024-07-30 20:18:27,47,95.67,10286,24,distribution center,100,active
531,2024-07-06 19:22:48,149,2.57,23683,16,controlling center,9,active
532,2024-09-20 17:57:21,143,44.35,6622,35,controlling center,90,inactive
533,2025-01-04 18:43:11,32,64.65,25597,28,distribution center,5,active
534,2024-10-04 05:37:33,140,2.0,23691,2,distribution center,95,active
535,2024-12-22 13:12:25,67,65.81,29876,2,warehouse,81,active
536,2024-05-14 20:40:01,92,67.3,26976,17,factory,26,inactive
537,2024-05-01 10:59:46,34,49.44,7455,34,controlling center,28,active
538,2025-04-25 08:43:22,142,80.8,24846,32,data center,43,error
539,2024-11-15 18:39:35,19,4.85,13526,34,controlling center,71,active
540,2024-10-13 10:43:47,12,14.31,8488,15,factory,35,active
541,2024-07-01 23:43:47,123,29.78,6930,17,factory,31,active
542,2024-12-05 15:36:27,20,29.23,17533,4,data center,55,inactive
543,2024-08-11 15:00:51,76,95.68,25001,18,distribution center,38,error
544,2024-06-16 17:39:34,3,73.58,16955,6,controlling center,33,error
545,2025-03-11 11:47:28,22,35.31,29438,21,warehouse,46,error
546,2024-08-24 21:43:31,141,58.45,17160,35,controlling center,66,error
547,2024-09-21 10:45:44,64,13.38,8462,7,controlling center,74,error
548,2025-02-16 20:20:26,56,9.91,6128,39,controlling center,17,active
549,2024-12-06 10:28:57,9,88.49,19406,27,distribution center,76,active
550,2024-07-27 03:47:08,53,9.75,9857,2,controlling center,49,error
551,2024-05-06 10:44:00,72,42.73,13089,33,distribution center,55,active
552,2024-10-09 06:29:07,101,9.48,22314,31,warehouse,67,active
553,2024-07-08 13:11:50,24,44.98,15581,34,data center,86,inactive
554,2025-02-11 20:22:04,29,89.46,25845,25,data center,94,active
555,2024-07-23 04:07:39,88,48.12,1559,6,factory,95,error
556,2024-04-29 19:49:43,143,67.11,25657,13,warehouse,47,active
557,2024-10-14 21:00:06,49,61.26,4406,22,factory,4,inactive
558,2024-11-24 15:10:01,15,12.16,22106,39,data center,79,inactive
559,2025-04-26 04:15:51,148,49.14,2445,31,warehouse,65,error
560,2024-08-26 13:36:34,81,61.58,6642,33,warehouse,95,active
561,2025-01-12 01:07:27,65,76.42,24265,27,warehouse,37,error
562,2024-06-25 05:15:53,135,87.94,17914,29,factory,97,active
563,2025-01-18 00:10:51,76,86.0,1722,27,data center,90,error
564,2024-04-13 23:30:39,53,85.75,16844,35,controlling center,80,active
565,2024-10-01 19:56:18,52,32.3,2426,2,distribution center,18,inactive
566,2025-04-17 22:18:07,85,9.19,6338,16,warehouse,72,active
567,2024-08-01 08:46:25,118,22.74,13057,19,distribution center,36,error
568,2024-06-02 06:49:53,122,30.19,8674,11,warehouse,39,inactive
569,2024-06-18 11:05:46,48,37.74,3436,33,factory,21,inactive
570,2024-12-15 01:22:42,61,88.33,16684,31,factory,31,error
571,2024-07-10 05:53:41,52,48.96,14950,40,distribution center,81,inactive
572,2024-09-11 12:29:04,109,99.69,29157,18,distribution center,46,active
573,2024-06-08 22:14:47,24,33.91,22221,32,data center,13,inactive
574,2025-04-20 16:33:59,114,19.53,18050,1,data center,90,inactive
575,2024-11-11 06:00:35,142,97.99,21993,9,data center,21,inactive
576,2024-06-15 14:25:43,135,4.35,12394,26,warehouse,5,error
577,2025-04-09 05:45:07,56,68.86,14199,32,warehouse,29,active
578,2025-03-03 05:37:19,41,89.9,4523,15,distribution center,7,error
579,2025-01-22 20:47:36,108,80.51,25181,9,warehouse,64,inactive
580,2024-07-08 08:58:32,92,35.77,6221,17,warehouse,95,active
581,2024-12-21 09:57:57,93,16.64,19823,2,factory,85,error
582,2024-06-16 07:28:04,124,53.92,17310,21,distribution center,23,active
583,2024-06-10 05:52:22,76,51.25,3847,19,data center,22,error
584,2024-05-14 13:40:16,131,85.72,2011,38,controlling center,88,active
585,2024-10-13 16:31:44,18,10.69,21249,16,warehouse,8,error
586,2024-11-23 15:55:54,120,55.39,17216,2,factory,21,active
587,2025-01-29 07:46:45,134,71.62,2996,1,factory,35,inactive
588,2024-05-22 00:35:37,24,10.38,17770,15,distribution center,88,error
589,2025-02-03 20:24:56,96,37.54,3923,37,controlling center,7,error
590,2025-04-05 11:59:25,13,5.8,6437,4,factory,81,error
591,2024-05-17 08:26:09,74,87.92,15927,31,distribution center,87,active
592,2024-08-26 12:55:48,93,37.2,28537,18,distribution center,31,error
593,2025-04-22 22:14:44,10,88.96,10562,9,distribution center,46,inactive
594,2025-02-17 05:50:02,84,55.02,25670,30,controlling center,78,inactive
595,2024-12-21 12:52:28,32,61.85,3564,5,factory,51,error
596,2024-03-20 23:22:39,8,97.46,17730,24,warehouse,60,error
597,2024-06-13 19:28:28,23,90.25,12765,23,warehouse,57,error
598,2025-03-08 14:40:51,113,67.18,16539,35,factory,75,error
599,2025-02-10 14:04:00,101,99.08,10863,37,controlling center,48,active
600,2025-03-31 08:03:51,55,83.36,28197,35,factory,12,active
601,2024-06-10 11:35:51,47,39.84,2545,28,controlling center,15,inactive
602,2025-02-23 11:14:34,29,10.14,12471,24,distribution center,92,inactive
603,2025-03-04 23:44:01,38,58.79,13952,17,factory,19,error
604,2024-11-30 11:41:21,34,41.51,21166,24,warehouse,61,error
605,2024-06-17 03:09:48,104,9.7,22198,6,factory,5,error
606,2024-12-13 18:03:31,41,14.55,9468,8,factory,52,inactive
607,2025-03-19 15:36:39,6,84.55,157,1,distribution center,48,error
608,2024-05-19 23:57:58,44,10.29,7445,39,warehouse,34,active
609,2024-11-16 00:05:28,77,22.57,13733,16,factory,29,active
610,2024-11-26 13:51:06,115,34.86,20518,23,factory,99,inactive
611,2024-05-05 01:03:30,57,4.31,20325,4,distribution center,50,error
612,2024-04-15 06:56:48,146,87.36,856,18,controlling center,62,active
613,2025-04-05 01:45:23,65,66.04,16806,34,distribution center,32,inactive
614,2025-03-12 00:26:23,86,49.05,2924,37,distribution center,23,error
615,2024-07-05 17:31:06,121,55.06,23327,10,controlling center,94,inactive
616,2024-04-11 09:42:08,150,25.98,10247,24,controlling center,38,active
617,2024-04-07 00:24:01,66,45.97,13455,16,distribution center,24,inactive
618,2025-04-11 02:41:37,117,66.05,6017,24,controlling center,63,active
619,2024-11-20 19:59:51,112,99.53,9768,25,factory,93,inactive
620,2024-08-19 10:13:49,29,36.31,3388,31,factory,72,active
621,2024-07-06 16:22:48,12,51.44,28627,27,factory,27,error
622,2025-04-12 08:07:52,129,44.19,10130,4,factory,94,active
623,2024-06-27 12:27:48,24,67.48,21116,1,data center,79,error
624,2025-02-15 18:02:38,145,83.06,29864,30,warehouse,51,inactive
625,2024-11-24 19:46:29,138,31.48,10775,14,data center,40,active
626,2024-11-19 00:57:10,93,11.31,7201,40,controlling center,67,error
627,2024-12-22 09:46:36,69,88.33,10746,27,controlling center,16,inactive
628,2024-11-02 14:20:21,137,99.06,13972,14,controlling center,94,active
629,2024-07-03 02:26:44,43,2.46,11785,3,warehouse,92,inactive
630,2025-04-03 15:10:13,53,94.46,13377,5,data center,30,active
631,2024-10-14 23:06:42,31,18.23,28391,30,data center,98,active
632,2025-03-10 01:02:13,53,33.04,16135,16,data center,88,error
633,2024-05-10 20:53:00,16,72.36,14,19,data center,97,inactive
634,2024-12-12 10:23:04,5,46.07,15128,16,data center,63,inactive
635,2024-03-28 21:19:25,138,31.1,16439,24,controlling center,2,active
636,2024-09-25 10:40:49,13,28.04,18028,3,factory,20,error
637,2024-12-10 16:43:13,77,12.93,17934,14,controlling center,18,active
638,2024-08-18 01:37:28,68,30.06,24913,12,distribution center,93,inactive
639,2024-06-19 06:24:40,136,29.05,22170,11,controlling center,20,active
640,2024-11-08 23:27:20,145,8.71,6086,23,warehouse,30,error
641,2025-03-14 10:17:20,110,77.99,16001,15,distribution center,46,error
642,2024-06-25 03:56:18,102,25.4,8650,4,controlling center,18,inactive
643,2025-01-24 02:46:47,66,19.76,23805,33,distribution center,12,inactive
644,2025-01-14 07:52:31,133,61.06,28553,14,warehouse,23,inactive
645,2025-04-14 04:21:24,131,25.64,23327,6,distribution center,2,inactive
646,2024-09-27 11:56:29,41,26.9,13621,30,data center,51,error
647,2024-10-04 21:47:38,21,63.44,21304,25,warehouse,58,error
648,2024-12-28 06:43:52,42,86.61,20959,27,distribution center,80,error
649,2025-02-14 09:21:44,83,64.72,7507,15,data center,51,inactive
650,2024-10-13 02:28:34,89,29.14,18787,27,warehouse,91,error
651,2025-04-01 10:31:29,4,26.53,22555,31,data center,39,error
652,2024-09-22 09:08:54,67,98.24,26414,4,distribution center,1,error
653,2024-07-21 02:28:51,141,48.87,27625,24,controlling center,62,active
654,2025-01-11 22:13:49,85,55.73,5584,19,data center,81,inactive
655,2024-08-22 06:24:31,12,42.61,6919,28,data center,55,active
656,2024-12-26 14:23:31,80,53.21,29181,40,distribution center,35,inactive
657,2024-07-20 09:00:51,52,2.08,25970,29,warehouse,50,error
658,2024-09-12 17:50:15,99,26.09,27324,25,controlling center,20,inactive
659,2024-07-09 01:51:51,112,83.14,3714,23,warehouse,34,inactive
660,2025-04-01 23:19:12,96,86.63,26871,26,warehouse,67,inactive
661,2024-11-30 19:18:15,24,14.85,21579,39,factory,45,active
662,2024-03-20 12:16:33,146,5.72,29299,2,distribution center,22,inactive
663,2024-04-25 05:13:36,24,50.84,29950,36,controlling center,58,inactive
664,2024-06-26 05:31:34,146,33.96,29056,31,factory,71,active
665,2025-01-16 15:04:23,134,71.13,16666,34,factory,65,inactive
666,2024-10-07 04:51:42,144,70.4,11422,20,distribution center,95,active
667,2024-03-31 22:13:00,54,4.49,5175,26,distribution center,53,active
668,2025-03-09 11:20:09,136,44.47,26430,38,factory,13,error
669,2024-08-09 19:41:18,78,37.36,27074,12,warehouse,11,inactive
670,2024-05-26 14:30:02,121,56.47,15554,4,controlling center,77,error
671,2024-09-14 07:49:55,55,1.58,21813,8,distribution center,32,inactive
672,2025-03-23 00:04:30,9,58.64,3607,15,distribution center,23,active
673,2025-03-13 04:11:07,52,65.55,23806,32,data center,1,inactive
674,2024-10-21 15:03:19,71,76.86,7828,3,factory,4,error
675,2024-04-26 23:08:51,25,36.63,8076,22,distribution center,86,active
676,2024-07-09 04:03:26,129,21.9,25781,8,warehouse,15,error
677,2024-06-08 01:05:47,39,99.23,11438,1,factory,33,inactive
678,2024-04-08 15:57:54,138,31.26,5429,5,factory,35,active
679,2024-07-16 14:01:24,15,35.75,28307,11,distribution center,20,active
680,2024-06-04 15:19:34,109,69.28,13576,11,factory,71,active
681,2025-02-13 06:53:20,30,96.97,3175,6,controlling center,75,inactive
682,2024-12-28 07:17:43,138,48.58,24356,17,factory,77,inactive
683,2025-02-10 15:02:52,91,90.27,19329,5,factory,92,error
684,2025-04-24 16:37:49,92,62.73,20015,17,distribution center,43,error
685,2024-10-28 20:06:33,120,10.14,18776,18,data center,77,error
686,2024-09-26 02:30:12,122,73.94,20662,20,warehouse,72,error
687,2024-06-18 06:28:33,65,68.15,24142,37,factory,4,inactive
688,2024-06-05 03:11:11,25,1.42,4970,21,factory,41,inactive
689,2024-05-30 06:15:08,73,96.81,21288,28,warehouse,65,error
690,2025-03-24 17:11:40,97,98.59,26702,40,data center,38,inactive
691,2024-06-07 12:25:15,75,35.12,18823,37,controlling center,66,active
692,2024-07-18 18:39:52,102,79.98,15062,29,controlling center,99,active
693,2024-05-27 01:49:30,46,90.35,28250,15,data center,46,error
694,2024-09-25 17:43:51,106,7.99,20175,25,warehouse,33,error
695,2025-01-30 10:54:10,147,46.0,12944,11,data center,55,active
696,2024-05-20 03:26:41,11,94.22,2105,1,distribution center,78,active
697,2025-04-14 05:06:45,92,53.83,23527,19,data center,97,inactive
698,2024-12-18 22:18:34,124,41.62,11422,14,warehouse,25,inactive
699,2025-01-20 03:20:45,70,9.93,12154,14,warehouse,20,error
700,2024-10-31 00:56:06,121,28.58,11336,30,warehouse,70,active
701,2024-12-19 03:38:06,37,2.94,28554,18,warehouse,8,inactive
702,2025-03-31 04:48:46,26,66.24,10637,17,controlling center,46,inactive
703,2024-06-05 10:53:54,3,65.41,26207,19,warehouse,89,inactive
704,2024-06-22 11:59:58,74,27.43,9141,20,data center,80,error
705,2024-08-03 05:49:41,12,58.97,6300,11,controlling center,87,active
706,2024-07-14 05:27:14,150,26.48,28440,33,data center,20,inactive
707,2024-11-17 15:18:32,47,88.14,85,10,factory,50,error
708,2024-11-10 06:19:33,59,16.29,24697,4,data center,68,error
709,2025-02-03 01:38:33,138,46.2,17402,9,distribution center,79,inactive
710,2025-01-05 12:34:24,143,82.8,8798,13,controlling center,73,inactive
711,2025-02-17 04:54:12,72,45.91,28584,5,warehouse,25,error
712,2025-02-11 22:08:41,141,97.77,1113,10,distribution center,87,error
713,2024-07-30 09:22:30,39,96.06,3689,19,controlling center,74,error
714,2024-11-05 23:04:24,122,96.84,20753,23,controlling center,43,error
715,2025-02-22 10:20:59,20,69.85,22517,39,data center,58,error
716,2025-03-26 14:07:23,9,9.73,5481,39,controlling center,27,inactive
717,2024-04-30 06:28:29,44,73.77,26069,18,data center,74,inactive
718,2024-07-30 13:35:59,64,16.46,4536,26,factory,32,active
719,2024-11-14 07:06:42,38,29.39,16064,30,data center,41,inactive
720,2025-01-04 00:58:22,45,85.99,26039,18,data center,5,inactive
721,2025-04-08 00:56:04,75,62.34,29118,16,warehouse,54,active
722,2024-06-24 03:18:10,81,38.25,18083,26,controlling center,41,inactive
723,2024-06-14 18:30:42,64,19.96,9570,36,factory,60,inactive
724,2024-11-15 10:47:00,55,26.55,489,17,warehouse,11,active
725,2024-09-19 08:42:31,131,64.12,24856,8,controlling center,12,error
726,2025-02-16 17:19:44,123,38.1,29421,28,distribution center,5,active
727,2024-06-25 18:13:34,31,73.79,18875,12,distribution center,55,active
728,2024-04-04 17:34:12,140,73.6,15121,13,controlling center,2,active
729,2024-05-17 16:05:03,35,73.86,14880,29,factory,97,inactive
730,2025-04-07 07:36:26,66,31.65,37,35,data center,70,active
731,2024-12-23 02:12:58,4,51.45,10112,17,distribution center,58,error
732,2024-09-08 11:22:07,101,96.68,14993,35,distribution center,12,active
733,2024-11-14 07:55:55,17,67.27,24146,13,warehouse,80,inactive
734,2024-11-15 16:26:30,97,20.28,6315,19,factory,26,error
735,2024-12-29 11:19:54,127,1.91,4061,36,warehouse,51,inactive
736,2024-12-12 19:09:42,97,34.07,25363,8,distribution center,74,error
737,2024-04-13 15:04:12,81,64.88,28413,34,distribution center,88,error
738,2024-04-13 03:24:37,15,44.1,27942,19,controlling center,75,active
739,2024-10-04 23:26:58,20,31.77,13481,9,data center,10,inactive
740,2024-12-25 11:37:33,122,70.85,10392,4,warehouse,76,error
741,2025-04-22 02:10:26,69,93.42,6538,36,warehouse,37,error
742,2025-03-21 23:33:44,111,74.96,22991,11,factory,55,error
743,2024-05-17 19:26:55,44,11.69,5175,35,data center,73,inactive
744,2025-02-14 07:37:42,103,26.12,20043,4,factory,34,active
745,2024-07-31 02:38:17,27,84.16,4729,22,controlling center,39,inactive
746,2025-04-20 02:40:52,20,72.74,23443,29,factory,41,active
747,2025-03-26 14:13:48,44,18.03,10861,17,distribution center,78,error
748,2024-04-27 07:29:01,66,7.35,2608,5,factory,10,active
749,2025-03-12 21:08:29,130,23.89,27902,19,data center,66,error
750,2024-04-24 05:23:37,69,82.83,2118,4,controlling center,53,inactive
751,2025-04-21 20:47:43,120,35.87,3780,3,controlling center,40,inactive
752,2024-11-11 01:44:01,109,67.08,25047,40,data center,90,error
753,2024-08-08 16:40:08,111,16.0,20344,36,warehouse,32,error
754,2024-12-27 17:47:47,17,93.97,23121,17,distribution center,87,inactive
755,2024-12-11 01:30:57,9,77.83,4071,34,data center,24,inactive
756,2025-03-12 17:42:50,135,23.63,12285,19,data center,47,inactive
757,2024-06-25 05:39:24,60,31.87,25322,23,factory,17,active
758,2024-06-15 00:00:18,89,38.38,24320,27,factory,88,inactive
759,2025-01-15 21:46:19,56,51.43,15764,22,controlling center,19,error
760,2024-07-29 10:23:49,63,62.84,18807,18,controlling center,69,error
761,2025-01-16 23:01:48,37,13.38,8330,1,controlling center,11,inactive
762,2024-06-15 01:47:33,61,69.98,8625,30,controlling center,7,error
763,2024-12-06 15:08:04,40,1.07,22732,38,warehouse,37,inactive
764,2024-07-20 02:36:18,22,75.4,16057,16,warehouse,64,inactive
765,2025-04-24 08:25:40,58,9.66,28159,17,data center,97,active
766,2024-06-15 21:30:32,34,15.43,7228,24,distribution center,26,error
767,2024-12-23 07:11:07,47,79.37,5489,3,data center,38,error
768,2025-02-28 20:54:58,45,40.94,26503,34,data center,99,inactive
769,2025-01-16 10:44:08,12,84.42,2306,15,data center,98,inactive
770,2024-07-06 12:25:41,78,19.37,23834,38,controlling center,98,inactive
771,2025-04-14 05:38:19,141,23.98,18577,15,warehouse,34,error
772,2024-07-08 08:13:04,56,25.36,26323,39,data center,59,active
773,2024-09-10 05:24:16,9,67.63,10660,12,controlling center,91,active
774,2024-05-17 03:03:40,78,58.64,643,39,distribution center,25,inactive
775,2024-05-16 01:13:16,91,35.85,13109,34,data center,19,error
776,2024-10-30 11:12:31,148,24.72,13489,27,data center,61,active
777,2024-09-08 03:58:48,39,93.33,19171,15,distribution center,9,active
778,2024-12-24 09:28:58,70,80.88,22915,33,data center,46,active
779,2025-02-21 07:47:06,64,6.65,25701,12,controlling center,14,active
780,2025-04-05 19:59:13,58,21.17,133,11,distribution center,76,inactive
781,2025-03-19 22:02:46,96,32.22,4702,32,controlling center,40,inactive
782,2025-02-18 17:26:08,139,49.18,22542,20,data center,70,active
783,2024-11-19 19:48:55,17,1.41,10171,37,factory,64,error
784,2024-09-29 11:27:36,59,54.69,8349,39,controlling center,86,inactive
785,2024-07-27 03:22:34,93,3.55,10091,31,controlling center,11,active
786,2024-09-01 07:02:10,97,56.9,13108,16,warehouse,87,active
787,2024-06-27 06:16:18,25,68.08,26650,14,factory,78,error
788,2024-04-25 12:19:41,104,8.39,27176,7,warehouse,51,active
789,2024-07-09 02:57:09,20,8.35,22784,9,distribution center,52,error
790,2025-01-07 09:59:46,40,55.97,25538,8,controlling center,53,error
791,2024-05-07 01:43:29,134,4.39,27064,29,data center,73,inactive
792,2024-08-06 07:37:04,134,17.41,22925,27,distribution center,46,error
793,2024-12-28 00:54:00,133,32.9,4407,12,distribution center,88,error
794,2025-02-22 11:12:49,75,30.3,13219,31,warehouse,25,error
795,2025-03-30 03:11:29,133,80.64,14866,22,factory,27,inactive
796,2024-09-01 10:21:49,78,17.29,29643,14,factory,67,inactive
797,2024-08-14 18:23:17,88,22.3,16809,13,data center,93,error
798,2024-11-24 06:28:39,60,22.99,14652,6,data center,76,error
799,2025-01-07 03:23:08,46,15.1,13097,39,data center,44,inactive
800,2024-11-13 12:06:35,80,39.65,20091,10,distribution center,87,error
